Phone timestamp;HR [bpm];HRV [ms];Breathing interval [rpm];
2026-04-06T10:27:40.550;120;1,6
2026-04-06T10:27:41.513;120;1,5
2026-04-06T10:27:43.432;119;1,8
2026-04-06T10:27:43.433;118;1,8
2026-04-06T10:27:44.393;118;1,8
2026-04-06T10:27:45.353;116;2,3
2026-04-06T10:27:46.321;116;2,3
2026-04-06T10:27:47.754;116;2,2
2026-04-06T10:27:48.721;115;2,2
2026-04-06T10:27:49.674;116;2,2
2026-04-06T10:27:50.633;116;2,2
2026-04-06T10:27:51.596;116;2,1
2026-04-06T10:27:52.554;115;2,0
2026-04-06T10:27:53.512;115;2,1
2026-04-06T10:27:54.473;115;2,0
2026-04-06T10:27:56.390;115;2,0
2026-04-06T10:27:56.882;115;2,0
2026-04-06T10:27:57.310;115;1,8
2026-04-06T10:27:58.310;115;1,8
2026-04-06T10:27:59.748;116;1,9
2026-04-06T10:28:00.722;117;1,8
2026-04-06T10:28:01.674;118;1,8
2026-04-06T10:28:02.633;118;1,8
2026-04-06T10:28:03.595;119;1,9
2026-04-06T10:28:04.549;120;2,1
2026-04-06T10:28:05.992;121;2,0
2026-04-06T10:28:06.476;121;2,1
2026-04-06T10:28:07.445;122;2,0
2026-04-06T10:28:09.837;122;2,0
2026-04-06T10:28:09.838;122;1,9
2026-04-06T10:28:10.317;122;2,0
2026-04-06T10:28:12.226;122;2,1
2026-04-06T10:28:13.668;122;2,1
2026-04-06T10:28:13.669;122;1,9
2026-04-06T10:28:15.589;122;1,6
2026-04-06T10:28:16.028;122;1,6
2026-04-06T10:28:17.028;122;1,5
2026-04-06T10:28:17.515;122;1,4
2026-04-06T10:28:18.467;122;1,2
2026-04-06T10:28:19.436;121;1,3
2026-04-06T10:28:20.869;121;1,4
2026-04-06T10:28:21.302;120;1,3
2026-04-06T10:28:22.309;120;1,3
2026-04-06T10:28:23.712;120;1,3
